abbey,5
able,4
above,5
abs,3
abuse,5
accent,6
access,6
accord,6
acc,3
ace,3
acid,4
acne,4
acre,4
acting,6
action,6
active,6
actor,5
act,3
acute,5
addict,6
admin,5
adobe,5
ads,3
adult,5
advent,6
advice,6
aerial,6
affair,6
affect,6
afghan,6
agency,6
agenda,6
agent,5
age,3
agony,5
aide,4
aid,3
aim,3
airing,6
air,3
aisle,5
alarm,5
ala,3
albert,6
album,5
alec,4
alert,5
ale,3
alien,5
alley,5
allies,6
alloy,5
ally,4
all,3
almond,6
alpha,5
altar,5
alt,3
amazon,6
amber,5
ambush,6
amen,4
amino,5
amount,6
amp,3
analog,6
ana,3
anchor,6
and,3
angel,5
anger,5
angle,5
animal,6
anime,5
ankle,5
anna,4
annex,5
annual,6
ann,3
answer,6
anthem,6
anti,4
ant,3
apache,6
apex,4
apollo,6
appeal,6
apples,6
apple,5
approx,6
app,3
apr,3
arcade,6
archer,6
arch,4
arctic,6
arc,3
area,4
arena,5
are,3
ariel,5
ark,3
armor,5
armour,6
army,4
arm,3
array,5
arrest,6
arrow,5
arse,4
artery,6
artist,6
art,3
arte,5
ash,3
aside,5
aspect,6
asset,5
assign,6
assist,6
ass,3
asthma,6
asylum,6
atlas,5
atm,3
atom,4
attach,6
attack,6
attic,5
auburn,6
audio,5
audit,5
aug,3
aunt,4
aura,4
aurora,6
author,6
autism,6
auto,4
autumn,6
avail,5
avatar,6
avenue,6
award,5
away,4
awe,3
axe,3
axis,4
aye,3
baba,4
babe,4
baby,4
bach,4
backup,6
back,4
bacon,5
badge,5
bad,3
bag,3
bailey,6
bail,4
bait,4
bakery,6
baker,5
bake,4
baking,6
bale,4
ballet,6
ballot,6
ball,4
bamboo,6
banana,6
band,4
bang,4
banker,6
bank,4
banner,6
ban,3
barber,6
barge,5
barker,6
bark,4
barney,6
barn,4
baron,5
barred,6
barrel,6
barton,6
bar,3
bases,5
base,4
bash,4
basic,5
basil,5
basin,5
basis,5
basket,6
bass,4
batch,5
bath,4
batman,6
baton,5
batter,6
battle,6
bat,3
bay,3
beach,5
beacon,6
beam,4
bean,4
beard,5
bear,4
beast,5
beat,4
beauty,6
beau,4
beaver,6
beck,4
bed,3
beef,4
beer,4
beetle,6
bee,3
beg,3
behalf,6
behind,6
being,5
belief,6
belle,5
belly,5
bell,4
belt,4
bench,5
bend,4
benny,5
bent,4
ben,3
berlin,6
berry,5
best,4
beta,4
beth,4
better,6
betty,5
bet,3
beyond,6
bias,4
bid,3
bike,4
bikini,6
billy,5
bill,4
binary,6
bind,4
binge,5
bingo,5
bing,4
bin,3
birch,5
bird,4
birth,5
bishop,6
bitch,5
bite,4
bitter,6
bit,3
black,5
blade,5
blah,4
blame,5
blank,5
blast,5
blaze,5
bleach,6
bleed,5
blend,5
blind,5
blink,5
bliss,5
blitz,5
block,5
bloc,4
bloke,5
blonde,6
blond,5
blood,5
bloom,5
blow,4
blue,4
bluff,5
blur,4
blush,5
blvd,4
board,5
boast,5
boat,4
bobby,5
bob,3
body,4
boiler,6
boil,4
bold,4
bolt,4
bomber,6
bomb,4
bond,4
bone,4
bong,4
bonus,5
boogie,6
book,4
boom,4
boost,5
booth,5
boots,5
booty,5
boot,4
booze,5
border,6
bore,4
boring,6
borrow,6
boss,4
boston,6
bother,6
bottle,6
bottom,6
bot,3
bounce,6
bound,5
bounty,6
bout,4
bowel,5
bowl,4
bow,3
boxer,5
boxing,6
box,3
boy,3
bo”te,5
brace,5
brad,4
brain,5
brake,5
branch,6
brandy,6
brand,5
brass,5
brave,5
bravo,5
